"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2012","5.883","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2011","5.657","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2010","6.060","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2009","6.591","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2008","6.551","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2007","6.696","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2006","6.756","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2005","6.666","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2004","6.658","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2003","6.785","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2002","6.691","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2001","6.860","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2000","6.587","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2019","9.051","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2018","8.986","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2017","8.635","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2016","8.729","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2015","8.892","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2014","9.022","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2013","9.659","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2012","9.981","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2011","10.437","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2010","10.601","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2009","10.221","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2008","10.381","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2007","10.635","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2006","11.109","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2005","11.391","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2004","11.210","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2003","11.545","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2002","12.298","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2001","12.986","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia","SAS","2000","13.436","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2019","9.051","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2018","8.986","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2017","8.635","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2016","8.729","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2015","8.892","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2014","9.022","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2013","9.659","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2012","9.981","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2011","10.437","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2010","10.601","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2009","10.221","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2008","10.381","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2007","10.635","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2006","11.109","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2005","11.391","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2004","11.210","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2003","11.545","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2002","12.298","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2001","12.986","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","South Asia (IDA & IBRD)","TSA","2000","13.436","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2019","3.320","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2018","3.335","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2017","3.389","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2016","3.502","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2015","3.576","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2014","3.680","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2013","3.789","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2012","3.917","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2011","4.134","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2010","4.369","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2009","4.552","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2008","4.611","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2007","4.542","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2006","4.574","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2005","4.591","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2004","4.674","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2003","4.753","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2002","4.800","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2001","4.857","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa","SSF","2000","4.990","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2019","3.320","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2018","3.335","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2017","3.389","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2016","3.503","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2015","3.576","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2014","3.680","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2013","3.790","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2012","3.918","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2011","4.134","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2010","4.369","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2009","4.552","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2008","4.611","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2007","4.542","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2006","4.575","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2005","4.591","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2004","4.675","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2003","4.753","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2002","4.800","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2001","4.857","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (excluding high income)","SSA","2000","4.991","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (IDA & IBRD)","TSS","2019","3.320","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (IDA & IBRD)","TSS","2018","3.335","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (IDA & IBRD)","TSS","2017","3.389","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sub-Saharan Africa (IDA & IBRD)","TSS","2016","3.502","female"
